Owner;Author's Last Name;Author's Name;Series;Order;Genre;Title;ISBN;Language;Type;Authors (other);Notes;Publisher;Ano;Original Language;Edição;;;;;;;;;;;;
Sérgio Lopes;Faria;Filipe;Crónicas de Allaryia;6;Fantasy;O Fado da Sombra;_9789722341370;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Faria;Filipe;Crónicas de Allaryia;7;Fantasy;Oblívio;_9789722344807;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Faria;Filipe;Crónicas de Allaryia, Ciclo II;8;Fantasy;A Oitava Era;_9789722365697;Portuguese;Paperback;;;Editorial Presença;2020;;;;;;;;;;;;;;
Sérgio Lopes;Faria;Filipe;Crónicas de Allaryia, Ciclo II;9;Fantasy;A Era da Ruína;_9789722372268;Portuguese;Paperback;;;Editorial Presença;2023;;1;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Riftwar Saga;1;;Magician;_9780586217832;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Riftwar Saga;2;;Silverthorn;_9780007229420;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Empire Trilogy;3;;A Darkness at Sethanon;_9780007229437;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Empire Trilogy;1;;Daughter of the Empire;_9780586074817;English;Paperback;Wurts, Janny;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Empire Trilogy;2;;Servant of the Empire;_9780586203811;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;Krondor's Sons;3;;Mistress of the Empire;_9780586203798;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;Krondor's Sons;1;;Prince of the Blood;_9780007176168;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;Krondor's Sons;2;;The King's Buccaneer;_9780586203224;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Serpentwar Saga;1;;Shadow of a Dark Queen;_9780006480266;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Serpentwar Saga;2;;Rise of a Merchant Prince;_9780006497011;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Serpentwar Saga;3;;Rage of a Demon King;_9780006482987;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Serpentwar Saga;4;;Shards of a Broken Crown;_9780006483489;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;Chaoswar Saga;;;Magician's End;_9780007264803;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;;;;At the Gates of Darkness;_9780007264728;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;;;;Rides a Dread Legion;_9780007342587;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;;1;;Krondor: The Betrayal;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Riftwar Legacy;2;;Krondor: The assassins;_9780008311261;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;The Riftwar Legacy;3;;Krondor: Tear of the Gods;_9780008311278;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Feist;Raymond E.;;;;Jimmy and the Crawler;_9780008160517;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Fernandes;Paulo;;;;Andar à Trela;_9789896619725;Portuguese;Paperback;;;Oficina do Livro - Leya;2024;;;;;;;;;;;;;;
Sérgio Lopes;Ferreira;Vergílio;;;;Aparição;_9722502514;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Fisher;Catherine;;;;Incarceron;_9789720043726;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Flanagan;John;O Aprendiz de Ranger;;;Tomo 1: As Ruínas de Gorlan;_9789892303215;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Flanagan;John;O Aprendiz de Ranger;;;Tomo 2: A Ponte em Chamas;_9789892305516;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Flanagan;John;O Aprendiz de Ranger;;;Tomo 3: A Terra do Gelo;_9789892307299;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Flanagan;John;O Aprendiz de Ranger;;;The Battle for Skandia;_9780142413401;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Flanagan;John;O Aprendiz de Ranger;;;The Sorcerer of the North;_9780142414293;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Flanagan;John;O Aprendiz de Ranger;;;The Siege of Macindaw;_9780142415245;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Flynn;Gillian;;;;Gone Girl;_9780553419085;English;Paperback;;;;;;;;;;;;;;;;;;
Lela Aires;Flynn;Gillian;;;;Em Parte Incerta;_9799722525572;Portuguese;Paperback;;;;;English;1;;;;;;;;;;;;
Sérgio Lopes;Fonseca;Nuno;;;;Desenvolvimento em iOS, iPhone, iPad e iPod Touch;_9789727227617;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Ford;Richard;Steelhaven;2;;The Shatered Crown;_9780755394074;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Ford;Richard;Steelhaven;1;;Herald of the Storm ;_9781472203922;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Ford;Richard;Steelhaven;3;;Lord of Ashes;_9780755394104;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Forsyth;Frederick;;;;The Kill List;_9780552169486;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Freeman;Brian;Jason Bourne;;;The Bourne Evolution;_9781800241091;English;Paperback;;;Head of Zeus;2020;;;;;;;;;;;;;;
Sérgio Lopes;Gaiman;Neil;;;;Cursed;_9781789091502;English;Paperback;"Anders, Charlie Jane; Carrey, M. R.; Henry, Christina";;Titan Books;2020;;;;;;;;;;;;;;
Sérgio Lopes;Gaiman;Neil;;;;Trigger Warning, Short Fictions & Disturbances;_9781472217691;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Gaiman;Neil;;;;Norse Mythology;_9781408891957;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Galbratith;Robert;;;;The Ink Black Heart;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Gay;Kelly;;;;Halo: Point of Light;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Gibson;William;;;;The Difference Engine;_9780575099401;English;Paperback;Sterling, Bruce;SF Masterworks;;;;;;;;;;;;;;;;
Sérgio Lopes;Godmasch;A. O.;;;;Retrograde, The Darkness;_9781735355511;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Golden;Kate;As Pedras Sagradas;;Fantasy;A Alvorada de Onyx;_9789892361000;Portuguese;Paperback;;;ASA II;2024;English;1;;;;;;;;;;;;
Sérgio Lopes;Goodkind;Terry;Saga A Espada da Verdade;1;;A Primeira Regra dos Feiticeiros, Parte I;_9789720046840;Portuguese;Paperback;;Arco 1: Darken Rahl;;;English;;;;;;;;;;;;;
Sérgio Lopes;Goodkind;Terry;Saga A Espada da Verdade;2;;A Primeira Regra dos Feiticeiros, Parte  II;_9789720046970;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Goodkind;Terry;Saga A Espada da Verdade;3;;A Pedra das Lágrimas, Parte I;_9789720047489;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Goodkind;Terry;Saga A Espada da Verdade;4;;A Pedra das Lágrimas, Parte II;_9789220047687;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Goodkind;Terry;;5;;O Sangue da Virtude, Parte I;_9789720047922;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Goodkind;Terry;;6;;O Sangue da Virtude, Parte II;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Goodkind;Terry;;16;;Severed Souls;_9780007510894;English;Paperback;;Arco 5: Richard and Kahlan;;;;;;;;;;;;;;;;
Sérgio Lopes;Gomes;José Pedro;;;;Os Jeitosos Continuam à Solta;_9789725685853;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Gordon;Roderick;;;;Tunnels;_9781905294428;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Gordon;Roderick;;;;Deeper;_9781905294626;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Green;John;;;;Turtles All The Way Down;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Guin;Ursula K. Le;;;;Os Despojados;_9789897730566;Portuguese;Paperback;;;Saída de Emergência;2017;English;;;;;;;;;;;;;
Sérgio Lopes;Guin;Ursula K. Le;;;;Earthsea, The First Four Books;_9780141370538;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Harkness;Deborah;;;;The Book of Life;_9780755384785;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Harris;Joanne;;;;O Reino do Fogo, O Evangelho de Loki;;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Harris;Joanne;;;;Runemarks;_9781473217065;English;Paperback;;;;;;;2x;;;;;;;;;;;
Sérgio Lopes;Harris;Joanne;;;;The Gospel of Loki;_9781473202375;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Haskell;Jeffery H.;Grimm's War;1;Sci-fi;Against All Odds;_9798801259772;English;Paperback;;;Aethon Books;2022;;1;;;;;;;;;;;;
Sérgio Lopes;Haskell;Jeffery H.;Grimm's War;2;Sci-fi;With Grimm Resolve;_9798825379012;English;Paperback;;;Aethon Books;2022;;1;;;;;;;;;;;;
Sérgio Lopes;Haskell;Jeffery H.;Grimm's War;3;Sci-fi;One Decisive Victory;_9798835907236;English;Paperback;;;Aethon Books;2022;;1;;;;;;;;;;;;
Sérgio Lopes;Haskell;Jeffery H.;Grimm's War;4;Sci-fi;A Grimm Sacrifice;_9798849192291;English;Paperback;;;Aethon Books;2022;;1;;;;;;;;;;;;
Sérgio Lopes;Haskell;Jeffery H.;Grimm's War;5;Sci-fi;Know They Enemy;_9798388085849;English;Paperback;;;Aethon Books;2023;;1;;;;;;;;;;;;
Sérgio Lopes;Haskell;Jeffery H.;Grimm's War;6;Sci-fi;A Grimm Decision;_9798863158273;English;Paperback;;;Aethon Books;2023;;1;;;;;;;;;;;;
Sérgio Lopes;Haskell;Jeffery H.;Grimm's War;7;Sci-fi;Traditions of Courage;_9798327027671;English;Paperback;;;Aethon Books;2024;;;;;;;;;;;;;;
Sérgio Lopes;Haskin;Jennifer;Freedom Fight Triology;1;;Princess Of The Blood Mages;_9788734590270;English;Paperback;;;Haskin Originals;2019;;;;;;;;;;;;;;
Sérgio Lopes;Haskin;Jennifer;Freedom Fight Triology;2;;The Queen's Heart;_9781798131473;English;Paperback;;;Haskin Originals;2019;;;;;;;;;;;;;;
Sérgio Lopes;Haskin;Jennifer;Freedom Fight Triology;3;;The Final Rescue;_9781694389923;English;Paperback;;;Haskin Originals;2020;;;;;;;;;;;;;;
Sérgio Lopes;Hayday;Woody;;;Sci-fi;Canopy Harvest;_9781544120850;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Heinlein;Robert A.;;;;Stranger in a Strange Land;_9780340938348;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Heinlein;Robert A.;;;;Starship Troopers;_9781473616110;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Heinlein;Robert A.;;;;The Moon is a Harsh Mistress;_9780575082410;English;Hardcover;;HC;;;;;;;;;;;;;;;;
Sérgio Lopes;Herbert;Brian;;;;Sands of Dune;_9781399606028;English;Paperback;Anderson, Keven J.;;Orion Publishing Group;2022;;;;;;;;;;;;;;
Sérgio Lopes;Herbert;Brian;;;;Tales of Dune, Expanded Edition;_9781647100698;English;Hardcover;Anderson, Keven J.;;Wordfire Press;2017;;;;;;;;;;;;;;
Sérgio Lopes;Herbert;Brian;;;;Dune, The Duke of Caladan;_9781680571776;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Herbert;James;;;;Haunted;_9781509807550;English;Paperback;;;Pan Books;2000;;;;;;;;;;;;;;
Sérgio Lopes;Herbert;Frank;Dune;1;;Dune;_9780441172719;English;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Herbert;Frank;Dune;2;;Dune Messiah;_9780441172696;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Herbert;Frank;Dune;3;;Children of Dune;_9780441104024;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Hirata;Hiroshi;;;Manga;O Preço da Desonra;_9789893513224;Portuguese;Paperback;Hikiukenin, Kubidai;;A Seita;2023;Japanese;;;;;;;;;;;;;
Sérgio Lopes;Hodgson;W. H.;The Casebook of Carnacki;;;The Ghost Finder;_9781840225297;English;Paperback;;;Wordsworth;2006;;;;;;;;;;;;;;
Sérgio Lopes;Hobb;Robin;Fitz and the Fool;1;;Fool's Assassin;_9780553392913;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Hoffman;Paul;The Left Hand of God;1;;The Left Hand of Good;_9780141042374;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Hoffman;Paul;The Left Hand of God;2;;The Last Four Things;_9780718155209;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Hoffman;Paul;The Left Hand of God;3;;The Beating o His Wings;_9780141042404;English;Paperback;;;;;;;;;;;;;;;;;;
Miguel Grilo;Hogtun;Stephen;;;;Folhas;_9789896799748;Portuguese;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Houck;Colleen;;;;A Maldição do Tigre;_9789720043719;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Howard;Robert E.;;;;Os Contos mais Épicos de Conan;_9789897733871;Portuguese;Hardcover;;;Saída de Emergência;2021;English;;;;;;;;;;;;;
Sérgio Lopes;Howey;Hugh;;;;O Silo;_9789722351409;Portuguese;Paperback;;;Editorial Presença;2013;English;;;;;;;;;;;;;
Sérgio Lopes;Hulick;Douglas;;;;Among Thieves;_9780330536202;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Hulick;Douglas;;;;Sworn in Steel;_9780451464477;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Hunt;Stephen;;;;O Reino Mais Além das Ondas;_9789896373962;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Iggulden;Conn;;;;Wars of the Roses, Stormbird;_9780718196349;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Jakubowski;Maxim;;;;Daggers Drawn;_9781789097986;English;Hardcover;"Rankin, Ian; Deaver, Jeffery; Connolly, John; …";Vários autores, rever e registar;Titan Books;2021;;;;;;;;;;;;;;
Sérgio Lopes;James;Marlon;;;;Black Leopard, Red Wolf;_9780241315583;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Jensen;Danielle L.;The Bridge Kingdom;1;;The Bridge Kingdom;_9780593975183;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Jensen;Danielle L.;The Bridge Kingdom;2;;The Traitor Queen;_9780593975213;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Jordan;Robert;The Wheel of Time;2;;The Great Hunt;_9780356503837;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Jordan;Robert;The Wheel of Time;3;;The Dragon Reborn;_9780812513714;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Jordan;Robert;The Wheel of Time;14;;A Memory of Light;_9780765364883;English;Paperback;Sanderson, Brandon;;;;;;;;;;;;;;;;;
Sérgio Lopes;Jordan;Robert;The Wheel of Time;1;;The Eye of the World;_9780812511819;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Kagawa;Julie;A Shadow of the Fox;;;Soul of the Sword;_9781335453792;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Karasu;Satoshi;;;;Janitors of The Late Spage Age;_9781521516218;English;Paperback;;Space Engineers;;;;;;;;;;;;;;;;
Sérgio Lopes;Karasu;Satoshi;;;;Hail Clang;_9781790884421;English;Paperback;;Space Engineers;;;;;;;;;;;;;;;;
Sérgio Lopes;Kay;Guy Gavriel;Tigana;1;;A Lâmina na Alma - Livro 1;_9789896376055;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Kay;Guy Gavriel;Tigana;2;;A Voz da Vigança - Livro 2;_9789896376260;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Kenyon;Sherrilyn;The League;4;;Born of Fury;_9781250061263;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Kenyon;Sherrilyn;The League;1;;Born of Fire;_9780749908782;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Kenyon;Sherrilyn;The League;3;;Born of Night;_9780749939281;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Kenyon;Sherrilyn;The League;2;;Born of Ice;_9780312942328;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Keating;Robert;;;;Vingar-se ou Morrer;;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;King;Stephen;A Torre Negra;4;;O Feiticeiro e a Bola de Cristal;_9789722529716;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;King;Stephen;A Torre Negra;1;;O Pistoleiro;_97897225264563;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;King;Stephen;A Torre Negra;2;;A Escolha dos Três;_9789722527750;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;King;Stephen;A Torre Negra;3;;As Terras Desvastadas;_9789722528863;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;King;Stephen;A Torre Negra;5;;Lobos de Calla;_9789722529914;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;King;Stephen;;;;Os Olhos do Dragão;_9789722541183;Portuguese;Paperback;;;Bertrand Editora;2023;English;;;;;;;;;;;;;
Sérgio Lopes;King;Stephen;;;;Fairy Tale;_9781399717779;English;Paperback;;;Hodder;2023;;;;;;;;;;;;;;
Sérgio Lopes;Kristoff;Jay;;;;Empire of the Vampire;_9780008350451;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Kuang;R. F.;;;;The Dragon Republic;_9780008239893;English;Paperback;;;;;Chinese;;;;;;;;;;;;;
Sérgio Lopes;Kuang;R. F.;;;;The Burning God;_9780008339180;English;Paperback;;;;;Chinese;;;;;;;;;;;;;
Sérgio Lopes;Kuang;R. F.;;;;The Poppy War;_9780008239848;English;Paperback;;;;;Chinese;;;;;;;;;;;;;
Sérgio Lopes;Kuang;R. F.;;;;Babel;_9780008501853;English;Paperback;;;Harper Voyager;2022;Chinese;;;;;;;;;;;;;
Sérgio Lopes;Kurata;Minoji;Assassin's Creed;2;Manga;Blade of Shao Jun;_9781974721245;English;Paperback;;Número 2, total desconhecido;VIZ Media;2020;;;;;;;;;;;;;;
Sérgio Lopes;Kyme;Nick;;;;Tales of Heresy;_9781849708180;English;Paperback;Priestley, Lindsey;;;;;;;;;;;;;;;;;
Sérgio Lopes;Lafferty;Mur;Minecraft;;;O Mundo Perdido;_9789896685430;Portuguese;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Lawrence;Mark;Triologia dos Espinhos;1;;O Príncipe dos Espinhos;_9789898839664;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Lawrence;Mark;Triologia dos Espinhos;2;;Rei dos Espinhos;_9789898849502;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Lawrence;Mark;Triologia dos Espinhos;3;;Imperador dos Espinhos;_9789898855046;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Lee;Fonda;Saga dos Ossos Verdes;1;Fantasy;Cidade de Jade;_9789895626458;Portuguese;Paperback;;;Kathartika;2025;Chinese;1;;;;;;;;;;;;
Sérgio Lopes;Lem;Stanislaw;;;;Solaris;_9789726083962;Portuguese;Paperback;;;Antígona;2023;Polish;;;;;;;;;;;;;
Sérgio Lopes;Lem;Stanislaw;;;;Invencível;_9789897735301;Portuguese;Paperback;;;Saída de Emergência;2023;Polish;;;;;;;;;;;;;
Sérgio Lopes;Levine;Joshua;;;;Dunkirk;_9780008227876;English;Paperback;;;;;;;;;;;;;;;;;;
Miguel Grilo;Lionni;Leo;;;;Nadadorzinho;_9789728781590;Portuguese;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;London;Jack;;;;The Sea Wolf;_9781472907240;English;Paperback;;;;;;;;;;;;;;;;;;
Miguel Grilo;Ludo Studio Pty Lda;;;;Children's Books;O Xilofone Mágico;_9789897871235;Portuguese;Hardcover;;Interativo, com som;Penguin Random House;2023;English;1;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;;1;;Throne of Glass;_9781408832332;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;;2;;The Crown of Midnight;_9781408834947;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;Throne of Glass;3;;Heir of fire;_9781408839126;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;;4;;Queen of Shadows;_9781408858615;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;;5;;The Assassin's Blade;_9781408851982;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;;;;Empire of Storms;_9781408872895;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;;;;Tower Of Dawn;_9781408887974;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Maas;Sarah J.;Crescent City;2;;House of Sky and Breath;_9781526628220;English;Paperback;;;Bloomsbury Publishing;2023;;;;;;;;;;;;;;
