Owner;Author's Last Name;Author's Name;Series;Order;Genre;Title;ISBN;Language;Type;Authors (other);Notes;Publisher;Ano;Original Language;Edição;;;;;;;;;;;;
Sérgio Lopes;MacDonald;S. J.;Fourth Fleet Irregulars;8;;Assegai;_9781723409318;English;Paperback;;;;2018;;;;;;;;;;;;;;
Sérgio Lopes;MacDonald;S. J.;Fourth Fleet Irregulars;9;;Venturi;_9781090283122;English;Paperback;;;;;;;;;x2;;;;;;;;;
Sérgio Lopes;MacDonald;S. J.;Fourth Fleet Irregulars;10;;Libris Cartash;_9781711196206;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Macedo;Maria Francisca;Crónicas de ENIGMA;1;;Os Inúteis;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Macedo;Maria Francisca;Crónicas de ENIGMA;2;;A Desordem;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Mack;David;;;;Star Trek Seekers;_9781476753096;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;1;;Uma Aventura na Cidade;_9722100009;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;2;;Uma Aventura nas Férias do Natal;_9722100017;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;3;;Uma Aventura na Falésia;_9722100025;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;10;;Uma Aventura em Evoramonte;_9722100092;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;11;;Uma Aventura na Mina;_9722100106;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;15;;Uma Aventura na Terra e no Mar;_9722100149;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;31;;Uma Aventura na Serra da Estrela;_9722108379;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;32;;Uma  Aventura nos Açores;;Portuguese;Paperback;Alçada, Isabel;;;;;;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Ana Maria;;35;;Uma Aventura em Macau;_9722110004;Portuguese;Paperback;Alçada, Isabel;;;;;2;;;;;;;;;;;;
Sérgio Lopes;Magalhães;Fernando Lima;;;;Como Ser Feliz;_9789899087163;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Mandel;Emily St. John;;;;Mar de Tranquilidade;_9789722369442;Portuguese;Paperback;;;Editorial Presença;2022;English;;;;;;;;;;;;;
Sérgio Lopes;Markl;Nuno;;;Comedy;O Home  que Mordeu o Cão;_9789724722678;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Martin;George R. R.;;;;Songs of the Dying Earth;_9780765360618;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Martin;George R. R.;Crónicas de Gelo e Fogo;1;;A Guerra dos Tronos;_9789896370107;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Martin;George R. R.;Crónicas de Gelo e Fogo;2;;A Muralha de Gelo;_9789896370206;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Martin;George R. R.;Crónicas de Gelo e Fogo;3;;A Fúria dos Reis;_9789897731853;Portuguese;Hardcover;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Martin;George R. R.;;2;;A Clash of Kings;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Martin;George R. R.;;;;Nada Enfurece Mais uma Mulher, e Outros Contos de Mulheres Perigosas;_9789897731174;Portuguese;Paperback;Dozois, Gardner;;Saída de Emergência;2020;;;;;;;;;;;;;;
Sérgio Lopes;Martins;Nuno Pinto;;;Non fiction;Educar Pela Positiva: Um Guia para Pais e Educadores;_9789722537797;Portuguese;Paperback;;;Bertrand Editora;2022;;2;;;;;;;;;;;;
Sérgio Lopes;Maryson;W. J.;;1;;O Não-Mago, as Torres de Romander;_9789723828405;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Matheson;Richard;;;;Sou uma Lenda;_9789897834158;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Mccaffrey;Anne;Os Cavaleiros de Pern;1;;O Voo do Dragão;_9789895573783;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Mccaffrey;Anne;Os Cavaleiros de Pern;2;;A Demanda do Dragão;_9789895574131;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Mccaffrey;Anne;Os Cavaleiros de Pern;3;;O Dragão Branco;_9789895575503;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Melo;João de;;;;O Homem Suspenso;_9724214486;Portuguese;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Mendoza;C.;;;;Pedras na Tumba;;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Melville;Herman;;;;Moby Dick;_9780007925568;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Meyer;Marissa;;1;;Renegades;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Meyer;Stephenie;;;;Twilight;_9781905654376;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Meyer;Stephenie;;;;New Moon;_9781905654710;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Miller;Arthur;;;;The Classic Plays (Death of a Salesman, The Crucible, All My Sons, A View From The Bridge);_9780141981611;English;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Miller;Madeline;;;;Circle;_9781526610140;English;Paperback;;;Bloomsbury Publishing;2019;;;;;;;;;;;;;;
Sérgio Lopes;Miranda;Emílio;;;;Linhagem de Bravos;_9789897542244;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Moning;Karen Marie;;;;Highlander, Para Além das Brumas;_9789896374075;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Murakami;Haruki;;;;1Q84;_9780099578079;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Murakami;Haruki;;;;Kafra à beira-mar;_9789896603151;Portuguese;Paperback;;;;;Japanese;;;;;;;;;;;;;
Sérgio Lopes;Murakami;Haruki;;;;A Wild Sheep Chase;_9781784878771;English;Hardcover;;;Penguin Random House;2023;Japanese;;;;;;;;;;;;;
Sérgio Lopes;Neighbors;Toby;Order of Scion;1;;Latent Prowess;_9781952260735;English;Paperback;;;Mythic Adventure Publishing;2024;;;;;;;;;;;;;;
Sérgio Lopes;Nesb0;Jo;;;Crime;O Homem do Ciúme;_9789722075695;Portuguese;Paperback;;;D. Quixote;2021;;;;;;;;;;;;;;
Sérgio Lopes;Ness;Patrick;Chaos Walking;1;;The Knife of Never Letting Go;;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Ness;Patrick;Chaos Walking;2;;The Ask and the Answer;;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Ness;Patrick;Chaos Walking;3;;Monsters of Men;;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Newman;Kim;;;;Anno Dracula;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Nilton;;;;Comedy;As Teorias do Nilton;_9789724726231;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Ohba;Tsugumi;;1;Manga;Platinum End;_9789895593705;Portuguese;Paperback;Obata, Takeshi;;;;Japanese;;;;;;;;;;;;;
Sérgio Lopes;Ohba;Tsugumi;;2;Manga;Platinum End;_9789895593712;Portuguese;Paperback;Obata, Takeshi;;;;Japanese;;;;;;;;;;;;;
Sérgio Lopes;Ohba;Tsugumi;;3;Manga;Platinum End;_9789895593729;;Paperback;Obata, Takeshi;;;;Japanese;;;;;;;;;;;;;
Sérgio Lopes;Ohba;Tsugumi;;1;Manga;Death Note, Black Edition;_9789895594788;;Paperback;Obata, Takeshi;;;;Japanese;;;;;;;;;;;;;
Sérgio Lopes;Paolini;Christopher;;;;Herança;_9789895579129;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Paolini;Christopher;World of Eragon;;;Murtagh;_9780593650868;English;Hardcover;;;Penguin Random House;2023;;;;;;;;;;;;;;
Sérgio Lopes;Paolini;Christopher;;;;To Sleep in a Sea of Stars;_9781250790507;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Paolini;Christopher;Histórias de Alagaësia;;Fantasy;O Garfo, a Bruxa e o Dragão;_9789892344119;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Miguel Grilo;Patschke;Steven;;;;Não Olhes! Não Mexas!;_9789897871696;Portuguese;Hardcover;Garrigue, Roland;;Penguin Random House;2021;English;;;;;;;;;;;;;
Sérgio Lopes;Peña;Matt de La;;;;Super-Homem, o Fim da  Aurora;_9789898917898;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Pires;Ivo;;1;Sci-fi;Morte à Primeira Vista;_9789897735721;Portuguese;Paperback;;;Saída de Emergência;2024;;;;;;;;;;;;;;
Sérgio Lopes;Pratchett;Terry;The Long Earth;1;;The Long Earth;_9780552167239;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Pratchett;Terry;The Long Earth;2;;The Long War;_9780552164092;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Pratchett;Terry;The Long Earth;3;;The Long Mars;_9780552171403;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Pratchett;Terry;;;;The Long Utopia;_9780552172813;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Pullman;Philip;Mundos Paralelos;1;;Os Reinos do Norte;_9789722330596;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Pereira;Ricardo Araújo;;;;A Boca do Inferno;_9789728955427;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Pereira;Ricardo Araújo;;;;Novas Crónicas da Boca do Inferno;_9789896710163;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Palhoto;Tiago;;;Tech, Non fiction;Desenvolvimento Ágil de Software;_9789727228249;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Queirós;Ricardo;;;Tech, Non fiction;Android: Desenvolvimento de Aplicações com Android Studio;_9789727228195;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Real;Luís Corte;;;;Reinos Bastardos;_9789897735615;Portuguese;Paperback;;;Saída de Emergência;2024;;;;;;2x;;;;;;;;
Sérgio Lopes;Reeves;Keanu;;;;The book of Elsewhere;_9781529150544;English;Paperback;Miéville, China;;Penguin Random House;2024;;;;;;;;;;;;;;
Sérgio Lopes;Rollins;James;;;;A Cidade Perdida;_9789722529303;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Rollins;James;;;;The Blood Gospel;_9781409120506;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Rothfuss;Patrick;;;;O Medo do Homem Sábio, Parte I;_9789895578498;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Rothfuss;Patrick;;;;O Medo do Homem Sábio, Parte II;_9789895579259;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Rothfuss;Patrick;;;;O Nome do Vento;_9789895576715;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Roth;Veronica;;2;;Insurgent;_9780007536740;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Roth;Veronica;;1;;Divergent;_9780007536726;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Roth;Veronica;;3;;Allegiant;_9780007538027;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Saldanha;Nuno;;;Tech, Non fiction;RGPD, Guia para uma Auditoria de Conformidade;_9789727229055;Portuguese;Paperback;;;FCA;2019;;1;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;The Stormlight Archive;1;;The Way of Kings;_9780765365279;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;The Stormlight Archive;2;;Words of Radiance;_9780765365286;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;The Stormlight Archive;3;;OathBringer - Part One;_9780575093362;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;The Stormlight Archive;3;;OathBringer - Part Two;_9780575093379;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;;;;Steelheart;_9780575104044;English;Paperback;;;Orion Publishing Group;;;;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;Mistborn;1;;The Final Empire;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;Mistborn;2;;The Well of Ascension;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sanderson;Brandon;Mistborn;3;;The Hero of Ages;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sands;Kevin;;;;A Chave de Blackthorn;_9789722056960;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Sapkowski;Andrzej;;;;A Espada do Destino;_9789897730603;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sapkowski;Andrzej;;;;O Terceiro Desejo;_9789897730009;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sapkowski;Andrzej;The Witcher;9;;Tempos de Tempestade;_9789897733758;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Schildt;Herbert;;;Tech, Non fiction;C Completo e Total, 3rd Ed;_9788534605955;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Sharma;Robin;;;;Leadership Wisdom from the Monk Who Sold His Ferrari;_9780007549627;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Shelley;Mary;;;;O Último Homem;_9789895369409;English, Portuguese;Hardcover;;Bilíngue;Compasso dos Ventos;2022;;;;;;;;;;;;;;
Sérgio Lopes;Shreve;Craig;;;;O Samurai Africano;;;;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sidebottom;Harry;;;;The Return;_9781785769658;English;Paperback;;;Zaffre - Bonnier Book;2020;;;;;;;;;;;;;;
Sérgio Lopes;Siegel;Daniel J.;;;;Crianças Sim;_9789892345604;Portuguese;Paperback;Bryson, Tina Payne;;Lua de Papel - Leya;2019;English;;;;;;;;;;;;;
Sérgio Lopes;Silva;Daniel;;;;Retrato de uma Espia;_9789722530408;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Silva;José Sá;;;;Redes de Sensores Sem Fios;_9789727228300;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Silveira;Adam;;;;They Both Die at the End;_9781471166204;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Skelton;Matthew;;;;O Segredo de Endymion Spring;_9789724150758;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Smith;Wilbur;;;;Desert God;_9780008108335;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Smith;Wilbur;;;;Golden Lion;_9780062456205;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Sorrels;Brian J.;;;Tech, Non fiction;Beginner's Guide to Traditional Archery;_9780811731331;English;Paperback;;;;;;;;;;;;;;;;;;
Miguel Grilo;Souillé;Laurent;;;;Azuro, o dragãozinho azul;_9789722547161;Portuguese;Hardcover;"Souillé, Olivier; Fleury, Jérémie";;;;;;;;;;;;;;;;;
Sérgio Lopes;Souza;Eric M.;;;;A Balada de Antel;_9789896378103;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Stewart;Glynn;Castle Federation;1;Sci-fi;Space Carrier Avalon;_9781988035499;English;Paperback;;;Faolan's Pen Publishinig;2018;;;;;;;;;;;;;;
Sérgio Lopes;Stewart;Glynn;Castle Federation;2;Sci-fi;Stellar Fox;_9781988035505;English;Paperback;;;Faolan's Pen Publishinig;2018;;;;;;;;;;;;;;
Sérgio Lopes;Stewart;Glynn;Starship's Mage;1;Sci-fi;Starship's Mage;_9781988035581;English;Paperback;;;Faolan's Pen Publishinig;2028;;;;;;;;;;;;;;
Sérgio Lopes;Stewart;Glynn;Starship's Mage;2;Sci-fi;Hand of Mars;_9781988035598;English;Paperback;;;Faolan's Pen Publishinig;2018;;;;;;;;;;;;;;
Sérgio Lopes;Stoker;Bram;;;;Dracula;_9780007420087;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Strugatsky;Arkady;;;;Hard to Be a God;_9781473208092;English;Paperback;Strugatsky, Boris;SF Masterworks;;;;;;;;;;;;;;;;
Sérgio Lopes;Sutherland;Jeff;;;;SCRUM, A Arte de Fazer o Dobro do Trabalho em Metade do Tempo;_9789892335933;Portuguese;Paperback;Sutherland, J. J.;;Lua de Papel - Leya;2019;English;;;;;;;;;;;;;
Sérgio Lopes;Suri;Natasha;The Books of Ambha;;Fantasy;Empire of Sand;_9780316449717;English;Paperback;;;Hachette Book Group;2018;;;;;;;;;;;;;;
Sérgio Lopes;Tahir;Sabaa;;;;Heir;_9780593859858;Englisg;Paperback;;Edição Internacional;;;;;;;;;;;;;;;;
Sérgio Lopes;Thackeray;Linda;;;;Children of the White Star;_9781536821642;English;Paperback;;;Creativia;2016;;1;;;;;;;;;;;;
Sérgio Lopes;Tolkien;J. R. R.;;;Fantasy;A Queda de Númernor;_9789897779541;English;Paperback;;;Planeta de Livros;2024;English;1;;;;;;;;;;;;
Sérgio Lopes;Tournier;Michel;;;;Sexta-feira ou a Vida Selvagem;_9722315706;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Turton;Stuart;;;;The Seven Deaths of Evelyn Hardcastle;_9781408889510;English;Paperback;;;Bloomsbury Publishing;2018;;1;;;;;;;;;;;;
Sérgio Lopes;Tzu;Sun;;;;A Arte da Guerra;_9789895613144;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Valente;Catheryinne M.;Minecraft;;;O Fim;_9789895642366;Portuguese;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Vários Autores/Artistas;;;;Sci-fi;The Mammoth Book of SF 28;_9781472119995;English;Paperback;;;;2015;;1;;;;;;;;;;;;
Sérgio Lopes;Vários Autores/Artistas;;;;;Dragon Art, Inspiration, Impact & Technique i n Fantasy Art;_9781847863003;English;Hardcover;;;Flame Tree Publishing;2009;;;;;;;;;;;;;;
Sérgio Lopes;Vários Autores/Artistas;;The Definitive Anthology of Space Opera and Military SF;;Sci-fi;Infinite Stars;;English;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Verne;Jules;;;;Twenty Thousand Leagues Under the Sea;_9781509827879;English;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Vicente;Gil;;;;Auto da Barca do Inferno;;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Vince;Vernor;;;Sci-fi;A Fire Upon the Deep;_9781473211957;English;Paperback;;SF Masterworks;Orion Publishing Group;2016;;1;;;;;;;;;;;;
Sérgio Lopes;Vince;Vernor;;;;A Deepness in the Sky;_9781473211964;English;Paperback;;SF Masterworks;Orion Publishing Group;2016;;;;;;;;;;;;;;
Sérgio Lopes;Walliams;David;;;;Nome de Código: Bananas;_9789720034663;Portuguese;Hardcover;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Wells;H.G.;;;;The First Men in the Moon & A Modern Utopia;_9781840227444;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Wells;H.G.;;;;Kipps and The History of Mr Polly;_9781840227437;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Wells;H. G.;;;;A Guerra dos Mundos;_9789896762391;Portuguese;Hardcover;;;Sextante Editora - Porto Editora;2019;English;;;;;;;;;;;;;
Sérgio Lopes;Weis;Margaret;As Crónicas de Dragonlance;1;;Dragões de um Crepúsculo de Outono;_9789896374907;Portuguese;Paperback;;;;;English;;;;;;;;;;;;;
Sérgio Lopes;Weis;Margaret;Dragonlance Chronicles;1;Fantasy;Dragons of Autumn Twilight;_9780593977156;English;Hardcover;;Edição especial, comemorativa, composta por 3 livros num só;;;English;;;;;;;;;;;;;
Sérgio Lopes;Weis;Margaret;Dragonlance Chronicles;2;Fantasy;Dragons of Winter Night;_9780593977156;English;Hardcover;;Edição especial, comemorativa, composta por 3 livros num só;;;English;;;;;;;;;;;;;
Sérgio Lopes;Weis;Margaret;Dragonlance Chronicles;3;Fantasy;Dragons of Spring Dawning;_9780593977156;English;Hardcover;;Edição especial, comemorativa, composta por 3 livros num só;;;English;;;;;;;;;;;;;
Sérgio Lopes;Weisman;Greg;War of the Spark;;;Forsaken;_9781789092738;English;Paperback;;"Magic the Gathering; coleção com mais livros";;;;;;;;;;;;;;;;
Sérgio Lopes;Weir;Andy;;;;The Martian;_9781101905555;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Weir;Andy;;;Sci-fi;Artemis;_9789898917102;Portuguese;Paperback;;;Top Seller - 20|20 Editora;2018;English;1;;;;;;;;;;;;
Sérgio Lopes;Xiu;Mo Xiang Tong;;1;Manga;Grão-mestre do Demónio;_9789722371780;Portuguese;Paperback;Quin, Luo Di Cheng;;Presença;2024;Chinese;;;;;;;;;;;;;
Sérgio Lopes;Xiu;Mo Xiang Tong;;2;Manga;Grão-mestre do Demónio;_9789722373531;Portuguese;Paperback;Quin, Luo Di Cheng;;Presença;2024;Chinese;;;;;;;;;;;;;
Sérgio Lopes;Yarros;Rebecca;;;;Fourth Wing;_9780349437002;English;Paperback;;;Clays;2023;;;;;;;;;;;;;;
Sérgio Lopes;Yarros;Rebecca;;;;Quarta Asa;_9789897777752;Portuguese;Paperback;;Duplicado (1 em Inglês + 1 PT);;;English;;;;;;;;;;;;;
Sérgio Lopes;Zamyatin;Yevgeny;;;Sci-fi;We;_9780241458747;English;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;Zurita;José F.;;;;Gosto de Fazer Amor;_9727101763;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
Sérgio Lopes;;;;;;365 histórias de encantar;_9722203959160116;Portuguese;Hardcover;;;;;;;;;;;;;;;;;;
Sérgio Lopes;;;;;;O Templo do Terror;_972221232X180213;Portuguese;Paperback;;;;;;;;;;;;;;;;;;
